Frame,RMSD
157,2.5695623362691227
158,2.4383954736307767
159,2.47750722055621
160,2.5212497848079867
161,2.481396846183549
162,2.4956528048951117
163,2.5851288330098843
164,2.5697758353455953
165,2.597623352673223
166,2.6467976438085667
167,2.729309742998702
168,2.6134363981756144
169,2.464851264742801
170,2.4138802109014694
171,2.4047920348048066
172,2.4612938730273517
173,2.6849013850896757
174,2.6556689631425
175,2.833868830987761
176,2.8028184601609416
177,2.623410198263644
178,2.864195081898835
179,2.702078540422914
180,2.781080186512341
181,2.6957013570357726
182,2.718494489086505
183,2.7979921705528477
184,2.7592234203907884
185,2.7416088472120177
186,2.8618280362988755
187,2.8046225634849224
188,2.8781541295605524
189,2.6971614402114916
190,2.605994825056
191,2.538896309125831
192,2.533804796855576
193,2.658049329643342
194,2.6360464579218017
195,2.6030045331886473
196,2.6878572323874916
197,2.737227058380639
198,2.837841816621818
199,2.8997644823774995
200,2.946161032757817
201,2.8018070908904034
202,2.6434125356690603
203,2.6440882615018935
204,3.0132183692521077
205,2.7396524881065036
206,2.7655929378462445
207,2.7967632983179396
208,2.724686718525376
209,2.696110846221182
210,2.6984720882300985
211,2.5826864407735153
212,2.6868353730099233
213,2.6956829537068048
214,2.6538548958428527
215,2.792191936871203
216,2.5455284799527584
217,2.70842391179694
218,2.715656811008488
219,2.7269403280993294
220,2.838760278043754
221,2.718194711087969
222,2.6875778723645336
223,2.6043656357190845
224,2.534143751632937
225,2.6933950461396536
226,2.617856851647266
227,2.6640538652665424
228,2.698542258553591
229,2.539575643774848
230,2.6184720113993603
231,2.668705920595879
232,2.5526995162945325
233,2.499777921424993
234,2.571301363435202
235,2.5276379412953895
236,2.5964781124182026
237,2.5551555349835824
238,2.7316597792215327
239,2.6751169892667024
240,2.696154681226214
241,2.713876800422362
242,2.698962226910667
243,2.5569775223917577
244,2.5311414496244606
245,2.574456325726079
246,2.7907272300824455
247,2.678911464770109
248,2.648000424148156
249,2.559128445134485
250,2.6531752807833966
251,2.8112841724014856
252,2.7420781274857027
253,2.884766690073946
254,2.791411602606836
255,2.869279716693693
256,2.779017262820583
257,2.749189506335606
258,2.721691682514376
259,2.7280116826997953
260,2.7673572939482938
261,2.9198860783035214
262,2.9282215406886176
263,2.7719249080823625
264,2.6911707896693384
265,2.8056147417018313
266,2.874846406588874
267,2.807085090361415
268,2.8877000812022913
269,2.827125505471798
270,2.7300753917482488
271,2.857414520317639
272,2.763264887426379
273,2.854674739680976
274,2.8611670942731604
275,2.6574563001270795
276,2.6774665133168485
277,2.6919662685679593
278,2.740957386427017
279,2.969163732903337
280,3.0446128127502146
281,3.055130203770251
282,3.0333994184069364
283,3.170339004175491
284,3.12670122243093
285,3.0571912491875755
286,2.859280956729803
287,2.9949510369845376
288,3.1060914108050595
289,2.9169505106738525
290,2.816817466464782
291,2.801737483245546
292,2.912941070402032
293,2.965744144854921
294,2.9919068088461933
295,3.020889394075761
296,2.9561151514455486
297,3.047125546712748
298,2.9527970210145345
299,3.0684250021178494
300,3.060262594504337
301,2.9336268855583634
302,3.005566638177322
303,2.982986026061134
304,3.0041775536053463
305,3.132393830510261
306,3.284998117201155
307,3.1069813800865638
308,3.0579046909286314
309,3.057474844222522
310,3.028555265573302
311,2.9579345955072536
312,3.000723792338741
313,3.0276283530923043
314,3.243769778225047
315,3.058707866786424
316,3.111816881395516
317,3.1384197490744787
318,3.089673109171356
319,3.098521503950408
320,3.00607356214084
321,2.9979326109074016
322,2.8941076385900857
323,2.9277194641413957
324,3.0978986504151322
325,3.1910990244220323
326,3.2717721007958516
327,3.2697371971514255
328,3.0695444169731294
329,3.1310640535403027
330,3.073977845572128
331,3.233069653751189
332,3.132630282351058
333,3.0724119872038775
334,2.9482384159713875
335,3.058144150016525
336,3.2423153629892836
337,3.196078758522706
338,3.1814134081730483
339,3.096164499741979
340,3.190223844552559
341,3.2129561331664958
342,3.2312941375410795
343,3.119121739368756
344,3.4075008746057627
345,3.295622220574491
346,3.400027500135489
347,3.208117196588688
348,3.1582474116254757
349,3.215068995435477
350,3.1929967211916015
351,3.13711040895351
352,3.2463163189144697
353,3.19275250195786
354,3.216694141166243
355,3.298373925500236
356,3.225443775203734
357,3.1940718131414707
358,3.0684674935745835
359,3.0550908122225677
360,2.9135628232838338
361,2.7465605257447385
362,3.1221374863540254
363,3.0482068309109116
364,3.1427836736798773
365,3.259861274279814
366,3.2306346971118667
367,3.2022421956110088
368,3.2179254227238547
369,3.2779491896026776
370,3.3608383939396074
371,3.416320546262204
372,3.2896196715546453
373,3.304393157224335
374,3.3555147151960463
375,3.3572929947484726
376,3.476442319504413
377,3.5341828732219
378,3.334186000594218
379,3.331659626730391
380,3.125082937442454
381,3.159767158394862
382,3.288856368778229
383,3.2782452105459154
384,3.2044871706024947
385,3.2105513203341154
386,3.2384261214317918
387,3.2108127706816365
388,3.330036505725608
389,3.336771299185363
390,3.159327347828784
391,3.143709185906469
392,3.1470308682158783
393,3.0367553088262045
394,3.0917693414367378
395,3.132415407681208
396,3.316318793426753
397,3.1859456417888428
398,3.0812412144555585
399,3.1306759947389406
400,3.3200121407742262
401,3.2057927401440547
402,3.24700848688924
403,3.297001226384111
404,3.201194601135393
405,3.1667302599730967
406,3.1150945184238483
407,3.1718551276501885
408,3.066362003291742
409,3.0198000099915747
410,3.1717874949090583
411,3.1754807749813994
412,3.140839945436505
413,3.18877014063127
414,3.07481010693682
415,3.070602300459317
416,3.109876805988612
417,3.0581369683463904
418,3.0251944051643753
419,3.126386751194762
420,3.090197190696678
421,2.967213034307789
422,3.046572363957729
423,3.12317554088065
424,3.1731752195995377
425,3.114898601098284
426,3.100312175388223
427,3.155455336263359
428,3.276124721201704
429,3.1984970079725157
430,3.110010439114985
431,3.0605285394968744
432,3.0661370266355346
433,3.150983676378148
434,3.0481908072308816
435,3.2264428202663846
436,3.1286696231373274
437,3.076749117616911
438,3.1152930947822974
439,3.1400522824800308
440,3.3371926217817434
441,3.2026277421567335
442,3.21385406793361
443,3.236882230289831
444,3.0997961325010643
445,3.0320759877125356
446,3.1214139522488633
447,3.0260337663469628
448,3.1183111735281983
449,3.2885336351059316
450,3.247549408935046
451,3.013749043235319
452,3.065656844260849
453,3.205681816300398
454,3.268477011811258
455,3.3133012855850996
456,3.257202685370751
457,3.3164905473935655
458,3.2259139253026428
459,3.083343694113057
460,3.037443490043843
461,2.9465512473763456
462,2.9779510388089196
463,3.235758672284771
464,3.1163818737587716
465,2.9805800511245057
466,3.02565769984849
467,3.0431018406573864
468,3.0411802478054812
469,3.1095392994576354
470,3.04701809392255
471,3.2201680807561806
472,3.023075323268104
473,3.088071489784139
474,3.0714421038142468
475,2.923692068385834
476,3.0657906162758954
477,3.011185548305938
478,2.9987827907221174
479,3.081640546945542
480,3.0646763191490325
481,2.9570356741602786
482,3.078859259485891
483,3.1760422579940677
484,3.1143449785829223
485,3.1335969994081045
486,3.133342681614076
487,3.153669519986399
488,3.0990787052130657
489,3.1957400386414614
490,3.1121799965442736
491,3.0507451171870277
492,3.1880536868261315
493,3.0723959688571174
494,3.1043083747991447
495,3.182917355407778
496,3.111460978657744
497,3.1647432431300486
498,3.1449187242881065
499,3.1406457617371295
500,3.181956056279707
501,3.1263875306081084
502,3.3309346750873807
503,3.4981255908041993
504,3.2021076703649136
505,3.1415571506739077
506,3.1474026273850346
507,3.169890436102567
508,3.2325089053437495
509,3.279063026813379
510,3.1983563018895222
511,3.2718365638693054
512,3.181638137958574
513,3.1439341625969175
514,3.160673887256962
515,3.207002051053247
516,3.052667637754407
517,3.1212767777999173
518,3.065015750388055
519,3.0950169142787782
520,3.190014417822909
521,3.1947305706872426
522,3.1674249972267186
523,3.1192048548301825
524,3.145906156978619
525,3.21075571054551
526,3.2259792843265847
527,3.0861149578205604
528,3.2110652244257682
529,3.2946149075971127
530,3.1163411826758387
531,3.1869660072915833
532,3.217585031558724
533,3.058180120896631
534,3.1404749712771096
535,3.250242243273032
536,3.216163862363971
537,3.3701136832801923
538,3.357702029437528
539,3.2676139082149254
540,3.3402403304436037
541,3.280051663617862
542,3.0890831878363576
543,3.032617030232808
544,3.189008386814562
545,3.1326912425388524
546,3.297368178571272
547,3.187345078778777
548,3.1944145596682656
549,3.28367299576891
550,3.1644471677167756
551,3.09969389750255
552,3.1824537481087356
553,3.024225551564807
554,3.040821388169338
555,3.0034159599871466
556,3.065343739067783
557,3.0444236972021743
558,3.1226706091967156
559,3.111087885701108
560,3.089113524869164
561,2.8869195902187226
562,2.9680855444623897
563,3.086281789897523
564,3.0921223427895224
565,2.998799484333668
566,3.1034206690395565
567,3.155213345706986
568,3.053994861844057
569,2.9696136651578455
570,3.097059490798991
571,3.0427607012332163
572,2.9612795924738347
573,2.9881596838919644
574,2.9044048388766908
575,3.1562636729644535
576,3.1791813645457614
577,3.124927812009177
578,3.0635035861024233
579,3.12427664825606
580,3.135897132509854
581,3.198388673450657
582,3.1553921359276353
583,3.1330006609579644
584,3.190364812754017
585,3.2862894369100277
586,3.2492033838670658
587,3.1735819568491097
588,3.121077750856229
589,3.1340531351465466
590,3.1928689248462523
591,3.217284739950516
592,3.1958040407691426
593,3.328347750263967
594,3.202534217813318
595,3.1024319683213912
596,3.1773775529719854
597,3.320510474271836
598,3.2270797793497814
599,3.3109826329410073
600,3.2194401147305185
601,3.2480498760404397
602,3.3615747786630927
603,3.1918804888642622
604,3.169825496870374
605,3.305029958164995
606,3.290182082227033
607,3.233940186018746
608,3.3292093164055716
609,3.349325022629171
610,3.436968468811565
611,3.2173846728650246
612,3.2105243391809295
613,3.05733456850147
614,3.086598113098746
615,3.220418882986823
616,3.087526665291604
617,3.111770241765273
618,3.234379619939828
619,3.339928432132717
620,3.2501965288524017
621,3.3389854723090076
622,3.5886156623913665
623,3.567676627188242
624,3.3378097732295156
625,3.351879118068848
626,3.4179937390336503
627,3.295903559258466
628,3.3662640782628896
629,3.225907230387441
630,3.2495749381273074
631,3.1704929146532033
632,3.208337943820943
633,3.2225823757916365
634,3.2186749656448694
635,3.2082959627541388
636,3.2250249682173293
637,3.1976933632160836
638,3.3166555085570173
639,3.1562485253797603
640,3.444539392206434
641,3.272592314731565
642,3.3706886575950015
643,3.320068826253444
644,3.2372137055956953
645,3.4966448100495247
646,3.2420080837647194
647,3.2768748219293284
648,3.3031742032262428
649,3.292403683889315
650,3.4013378147789664
651,3.298788382664069
652,3.2289380525427136
653,3.2553716817616474
654,3.1994408615389225
655,3.1807011114459365
656,3.2174993867388015
657,3.246028178669883
658,3.3009771636412895
659,3.155093240838403
660,3.305028970880218
661,3.132067153428195
662,3.3833935082225817
663,3.2986133781495175
664,3.255360553642203
665,3.1371367616163206
666,3.3006321369123635
667,3.277821097411774
668,3.32616593655349
669,3.3617979539320024
670,3.4282422966092785
671,3.332116810254366
672,3.370320675920863
673,3.38657862036521
674,3.4112984794737318
675,3.2839890876544158
676,3.254273007572747
677,3.1153160131619924
678,3.313476589139519
679,3.276045535821494
680,3.4269101009339815
681,3.4071610154871306
682,3.3665628101414584
683,3.4645556504483572
684,3.4152178647711184
685,3.520164792570562
686,3.4788370044656762
687,3.409842202950271
688,3.5603724318355376
689,3.453191383659115
690,3.606973178596354
691,3.5212385162964974
692,3.6396356361631863
693,3.4955354447050206
694,3.548165792286653
695,3.5371386085214582
696,3.4599061561424005
697,3.3699977209124237
698,3.3928998670659656
699,3.4317560545436283
700,3.4988713543958325
701,3.4143460998366377
702,3.5712658987900734
703,3.6444534672884124
704,3.5830161869176624
705,3.7006773743088157
706,3.589889541093013
707,3.4507001803959154
708,3.512731733495107
709,3.542640106315963
710,3.504840649799113
711,3.523456145628069
712,3.482811689168415
713,3.680828806686887
714,3.449395041073172
715,3.4339524680536506
716,3.4542012141397094
717,3.5073241282128023
718,3.5072778765950052
719,3.506705216724021
720,3.44926789932496
721,3.3119932808111785
722,3.444183819471619
723,3.3794046422834003
724,3.3043331076977
725,3.449475639050832
726,3.3674500078016854
727,3.3198054860987427
728,3.4220351787568632
729,3.451480806000515
730,3.5214676142152315
731,3.347352584707866
732,3.4542633400347618
733,3.416376483138527
734,3.447162070889947
735,3.421353848232092
736,3.3967958023885108
737,3.3390284049652137
738,3.2373721408912823
739,3.222459167041786
740,3.241470671500401
741,3.207685281096469
742,3.2920908944300935
743,3.2436703889333547
744,3.305515307460889
745,3.2851776745282106
746,3.2727704745888153
747,3.287288075355648
748,3.3129924012048857
749,3.396910183631451
750,3.3507461801881724
751,3.388523892782801
752,3.4271838957882936
753,3.430978334514389
754,3.4812105980980537
755,3.49505871846586
756,3.2967061555933435
757,3.4343929167350673
758,3.4271657337040793
759,3.189003287144832
760,3.2952238206863074
761,3.3421400754587354
762,3.2979383280420467
763,3.374663204091956
764,3.3408378878108165
765,3.2710826986969357
766,3.346668685172818
767,3.285452891748574
768,3.422692525185054
769,3.405718762744129
770,3.3850843531534736
771,3.3294270522971368
772,3.1534073809165863
773,3.401893176353387
774,3.312975514230807
775,3.225119881304847
776,3.4096513173290033
777,3.2971230441200623
778,3.325152636464487
779,3.196875046024216
780,3.192874129786949
781,3.3036418506647593
782,3.43842867971156
783,3.3577581695481493
784,3.2920979114861497
785,3.3815388065973573
786,3.4110238593461943
787,3.165277973787002
788,3.170541619974047
789,3.201758997225416
790,3.228331889814582
791,3.145158162771377
792,3.2744413663403287
793,3.356080339645486
794,3.3656960482594878
795,3.3064877543438027
796,3.3695947010978102
797,3.4444691517589234
798,3.469526823157633
799,3.429583621492432
800,3.431230009841705
801,3.430634196922553
802,3.4738824071301613
803,3.6102271095095118
804,3.3824861134677784
805,3.453781758788691
806,3.44383995056842
807,3.303975554730102
808,3.3102318921778497
809,3.338793262006576
810,3.43198467411807
811,3.4674993498945526
812,3.442558338306701
813,3.514081159500078
814,3.607975404247094
815,3.6754613497090265
816,3.5023589286691768
817,3.430571214356808
818,3.5185845555131734
819,3.4470610335208587
820,3.4767380468916613
821,3.403126864215096
822,3.4845692022640304
823,3.592809167903939
824,3.449886984352695
825,3.4238030936274266
826,3.4327990534057746
827,3.5014296020286335
828,3.5813197977548614
829,3.639835072082659
830,3.757715429238328
831,3.615689396034898
832,3.436739852266183
833,3.547432735764771
834,3.5161750780135863
835,3.6604074897041445
836,3.5531033021010554
837,3.5882042624974737
838,3.4773827657101846
839,3.4662542920854174
840,3.5303381888048446
841,3.389403448555677
842,3.441726966002313
843,3.442717967845722
844,3.4833043466066047
845,3.3507672018733317
846,3.446558294906695
847,3.555606940176105
848,3.461104761058735
849,3.507663153746002
850,3.443077213391272
851,3.675548519975661
852,3.4254226669564014
853,3.5072964607018204
854,3.5919466050905533
855,3.476312061756729
856,3.456996730741337
857,3.5614706646421723
858,3.6905436003367935
859,3.5519492520797082
860,3.481384008132741
861,3.4953979404381372
862,3.44929685315108
863,3.439084401268828
864,3.3603522743041503
865,3.430876425061606
866,3.5451016959627903
867,3.414596789362653
868,3.4036197814326115
869,3.467797996784098
870,3.3950926672843216
871,3.3905591473848364
872,3.3603221990322294
873,3.4846281344640584
874,3.4125113519080768
875,3.4799632350896568
876,3.4801089859497045
877,3.466668790722005
878,3.4857224829188276
879,3.3911146045284535
880,3.344175248348796
881,3.2572774047327493
882,3.210938533855277
883,3.2818283179211205
884,3.353734813293444
885,3.4003106599981785
886,3.2661311017953545
887,3.4043514103858468
888,3.5144499598154297
889,3.686248219228916
890,3.5152743913088096
891,3.42691349571265
892,3.582255799499677
893,3.364935969737587
894,3.4871515593393863
895,3.4393419315156635
896,3.385434579962412
897,3.407880556762483
898,3.4002862919175425
899,3.394775781118072
900,3.4720581484323607
901,3.3928801673588977
902,3.457584562944764
903,3.3965374421597456
904,3.397016844403006
905,3.444882524566214
906,3.279168425735876
907,3.3943493476728874
908,3.2236888900264633
909,3.370839475730292
910,3.2740866547760343
911,3.317634781391037
912,3.398404324832568
913,3.4875116894988962
914,3.5028703957324265
915,3.449638582565375
916,3.4862512042927567
917,3.2129267249828897
918,3.334934455533855
919,3.3924393419292183
920,3.3284262520728665
921,3.2696488218631665
922,3.3534980030042747
923,3.3778550005160684
924,3.4522310934011413
925,3.399802750825253
926,3.4651310393858448
927,3.419104827876643
928,3.285314207889894
929,3.336292701511717
930,3.2516862985263284
931,3.365901722344276
932,3.220478860280863
933,3.3272829802343913
934,3.490667186005047
935,3.4750644442583187
936,3.4285419640930774
937,3.3932697799676736
938,3.3340396599755486
939,3.409279010035722
940,3.47409333144705
941,3.4889281961357828
942,3.4679415661218087
943,3.3186292497435503
944,3.4186335897471647
945,3.3797162356005455
946,3.5351686102929043
947,3.6254016781926284
948,3.3773683459228088
949,3.536729682521376
950,3.491327105695588
951,3.4898754003024393
952,3.5505055734001543
953,3.586118079566153
954,3.559185849379833
955,3.5700916980375914
956,3.6959372340565073
957,3.798388508007753
958,3.684292719539355
959,3.7188620690699197
960,3.5289847071459053
961,3.295412769446525
962,3.4799247625053695
963,3.3946596771065773
964,3.370058773759107
965,3.36027408438007
966,3.2389070704738785
967,3.2886451979999274
968,3.229462821312367
969,3.3000492764831617
970,3.2228674402060378
971,3.262914225005633
972,3.3908146823310314
973,3.3955578010586063
974,3.4050499889374257
975,3.5249091798926058
976,3.393135048981566
977,3.4714641778129396
978,3.4381163731689384
979,3.410192126423153
980,3.433055209428824
981,3.5960771484367093
982,3.5433025587008844
983,3.525886144706603
984,3.482149826829016
985,3.6108603783578768
986,3.4318181516106376
987,3.560976224866369
988,3.455109549235312
989,3.486564630185583
990,3.499797249177733
991,3.4117208596088653
992,3.259142298544204
993,3.4152025147298612
994,3.5250600895327167
995,3.336558157248256
996,3.3779756789448765
997,3.372384787910446
998,3.416096829386372
999,3.457150357826446
1000,3.455444411235877
1001,3.4662426171623713
1002,3.48264561071243
1003,3.5993780148721473
1004,3.526910389862352
1005,3.525801472328067
1006,3.4592681853642535
1007,3.5400205148971446
1008,3.468293435175999
1009,3.5455499475358967
1010,3.5234208841280594
1011,3.524007665957184
1012,3.463140151576687
1013,3.455292279129778
1014,3.4775185765419145
1015,3.3800813885475836
1016,3.3624384841855592
1017,3.539397298212919
1018,3.578559436933405
1019,3.6538351047651427
1020,3.5588267750270917
1021,3.6779932988734427
1022,3.728314382761288
1023,3.6050180377951113
1024,3.555476064011449
1025,3.6100123392358396
1026,3.5957754734326737
1027,3.7854174857251275
1028,3.8541729019042994
1029,3.6734117452158412
1030,3.698423073960248
1031,3.802591231130272
1032,3.805888398231864
1033,3.6959161443452095
1034,3.72178792985416
1035,3.764830040053477
1036,3.726887453033934
1037,3.6104041613211986
1038,3.527087917391614
1039,3.756417430894393
1040,3.79949836765122
1041,3.6026625303446154
1042,3.81478556033094
1043,3.71983309404223
1044,3.7623051775980447
1045,3.786097663432973
1046,3.5677859174791706
1047,3.7144531747997522
1048,3.6038585565437615
1049,3.528271763303228
1050,3.523634457391721
1051,3.518722675116807
1052,3.4846243769385437
1053,3.5623936242437475
1054,3.6563496358811713
1055,3.5399150237635997
1056,3.742261597585425
1057,3.7128692323819186
1058,3.553860293710929
1059,3.6065450615768966
1060,3.4521471061601203
1061,3.5375049217706356
1062,3.509177084168866
1063,3.4866659492982532
1064,3.5028818197214657
1065,3.4013907632819356
1066,3.485427948788062
1067,3.3445613988425964
1068,3.37463464201456
1069,3.4238622634093523
1070,3.406181019829526
1071,3.385270121280965
1072,3.287994417319686
1073,3.3954051367480726
1074,3.4220457350205824
1075,3.3210003842242797
1076,3.262910975367593
1077,3.2790928492910267
1078,3.1573986697395426
1079,3.1720200988801976
1080,3.283338151974406
1081,3.29629854639987
1082,3.21259743126186
1083,3.2183794788786706
1084,3.3584485533793234
1085,3.1627665944947396
1086,3.2681805817892804
1087,3.3136157300057127
1088,3.4217530507642864
1089,3.3771020165618073
1090,3.2727250930397154
1091,3.3308309586549956
1092,3.2597034907353755
1093,3.3321474947900662
1094,3.2093380647895304
1095,3.256280877124324
1096,3.2403386547085185
1097,3.204506371839674
1098,3.3259464086812516
1099,3.246217293813637
1100,3.257021046966602
1101,3.277524718586195
1102,3.3049328009683014
1103,3.5201088059649788
1104,3.3877210945471754
1105,3.232111963124423
1106,3.2994873167246648
1107,3.3282618595756865
1108,3.2428395834948778
1109,3.306802730279024
1110,3.4065347584989896
1111,3.384670027150326
1112,3.4951894667173984
1113,3.4321905102311687
1114,3.568992735568683
1115,3.4048222560692936
1116,3.583142145088978
1117,3.473818100706424
1118,3.5072300675538917
1119,3.5565817965817037
1120,3.5497667121364493
1121,3.44282036386699
1122,3.49533946888611
1123,3.4462308740407557
1124,3.400741108766874
1125,3.4905688731624807
1126,3.5116444936724274
1127,3.526581183726056
1128,3.614562470365159
1129,3.675464715112241
1130,3.6765806723155805
1131,3.5797897907557843
1132,3.691168810970582
1133,3.6105516660582295
1134,3.6866238629485872
1135,3.472620035405634
1136,3.5035121007370296
1137,3.423438595244208
1138,3.4468310695909765
1139,3.458385551972832
1140,3.5105061247534413
1141,3.5102214052226075
1142,3.4552914390836618
1143,3.4867643287830146
1144,3.4470735615377506
1145,3.405022802662458
1146,3.4214322464941294
1147,3.4800889081131703
1148,3.453912676521161
1149,3.440267060217814
1150,3.4433894261401656
1151,3.398957962635967
1152,3.3852540726308677
1153,3.42005578625996
1154,3.512771436546005
1155,3.547074243430248
1156,3.463685576135911
1157,3.5562982367424096
1158,3.457124229789339
1159,3.4445754142535425
1160,3.5272078317096858
1161,3.4090105953497507
1162,3.4839553016019518
1163,3.5046793438619006
1164,3.5064707039818703
1165,3.398958206756749
1166,3.409699994262748
1167,3.517621307270757
1168,3.46430635541791
1169,3.461703212023643
1170,3.566058035135691
1171,3.5153010670907956
1172,3.4838845326375445
1173,3.6303422046301335
1174,3.7695527653908396
1175,3.5580483682243216
1176,3.56441423638599
1177,3.6007851308481458
1178,3.618260796502641
1179,3.6565617659814307
1180,3.494706241916156
1181,3.441854172233421
1182,3.6285213808783183
1183,3.4678942860086575
1184,3.531867188830136
1185,3.590847557781117
1186,3.7140251898651253
1187,3.771202504709915
1188,3.7551767115969352
1189,3.61611633386514
1190,3.6596237278895107
1191,3.5548066035415142
1192,3.5920321753338724
1193,3.690356394686325
1194,3.6664664877755566
1195,3.762685141542833
1196,3.7050633344989565
1197,3.72230978419743
1198,3.6277351563478697
1199,3.5717270243713104
1200,3.6393198001775557
1201,3.5542221610397835
1202,3.6342619015434345
1203,3.5064119926279105
1204,3.560043530948817
1205,3.498148078567043
1206,3.5172945794599886
1207,3.521547441812593
1208,3.6236294244522607
1209,3.5324295579317075
1210,3.7374232316526594
1211,3.6838458527852334
1212,3.638654421345337
1213,3.750370204345332
1214,3.751867125040129
1215,3.7422037207971095
1216,3.543957763426892
1217,3.6935687543966735
1218,3.6378912514328676
1219,3.86662597066798
1220,3.723610362462215
1221,3.7108016303584126
1222,3.6042030076251543
1223,3.714324074076242
1224,3.6088029650646516
1225,3.7056829697502915
1226,3.7302887826521127
1227,3.8961583734726126
1228,3.8187739473766715
1229,3.8392139701603676
1230,3.840636317382111
1231,3.8524194476286384
1232,3.7738224994409153
1233,3.8240417895531578
1234,3.79142062463894
1235,3.81992046770743
1236,3.9778572498829514
1237,3.9401593132255295
1238,3.9136731378453278
1239,3.7825949900031985
1240,3.80250092389229
1241,3.815768963942738
1242,3.667892166320322
1243,3.876120721153074
1244,3.8752069419201143
1245,3.789196091318304
1246,3.9371899452944437
1247,3.7114887321239123
1248,3.6889117569458505
1249,3.6270981936495925
1250,3.7042741665100736
1251,3.749956577442493
1252,3.6704978278362943
1253,3.6585574449222644
1254,3.7236817074502846
1255,3.6951957824431756
1256,3.6578450931894313
1257,3.6614453456767486
1258,3.682207396191538
1259,3.5881883599705566
1260,3.614650471193522
1261,3.765622405975052
1262,3.723876255134468
1263,3.747314262773757
1264,3.689656280790951
1265,3.8194493107047998
1266,3.977274618256404
1267,3.7729074959404905
1268,3.6982822925911174
1269,3.7583430271180025
1270,3.7867896237714724
1271,3.849954653145148
1272,3.9196973923927367
1273,3.9094805866058238
1274,3.908514855450757
1275,3.8402929600653843
1276,3.9037665110934174
1277,3.8909665138358696
1278,3.9957290584567877
1279,4.066296860343465
1280,3.970408636267509
1281,3.938291216405996
1282,3.8853730055777085
1283,3.887479807619087
1284,3.9378382039134388
1285,3.929405693247304
1286,3.9509459061565506
1287,3.9492036817256433
1288,3.947092942040893
1289,4.081888911367138
1290,4.105355879789368
1291,3.9626108803769826
1292,3.940534900148486
1293,4.025986871160492
